schema,table,column,type
raw,sessions_bronze_11,col_10,int
raw,sessions_bronze_11,col_11,boolean
raw,sessions_bronze_11,col_12,bigint
raw,sessions_bronze_12,dt,string
raw,sessions_bronze_12,customer_id,string
raw,sessions_bronze_12,sku,double
raw,sessions_bronze_12,col_4,timestamp
raw,sessions_bronze_12,col_5,bigint
raw,sessions_bronze_12,col_6,double
raw,sessions_bronze_12,col_7,string
raw,sessions_bronze_12,col_8,string
raw,sessions_bronze_12,col_9,date
raw,sessions_bronze_12,col_10,double
raw,sessions_bronze_12,col_11,date
raw,sessions_bronze_12,col_12,timestamp
raw,sessions_bronze_12,col_13,double
raw,sessions_bronze_12,col_14,boolean
raw,sessions_bronze_12,col_15,string
raw,sessions_bronze_13,event_ts,"decimal(10,2)"
raw,sessions_bronze_13,country,"decimal(10,2)"
raw,sessions_bronze_13,dt,int
raw,sessions_bronze_13,col_4,int
raw,sessions_bronze_13,col_5,bigint
raw,sessions_bronze_13,col_6,bigint
raw,sessions_bronze_13,col_7,double
raw,sessions_bronze_13,col_8,bigint
raw,sessions_bronze_13,col_9,"decimal(10,2)"
raw,sessions_bronze_13,col_10,"decimal(10,2)"
raw,sessions_bronze_13,col_11,boolean
raw,sessions_bronze_13,col_12,timestamp
raw,sessions_bronze_13,col_13,bigint
raw,sessions_bronze_13,col_14,"decimal(10,2)"
raw,sessions_bronze_13,col_15,timestamp
raw,sessions_bronze_14,country,int
raw,sessions_bronze_14,dt,date
raw,sessions_bronze_14,status,boolean
raw,sessions_bronze_14,col_4,"decimal(10,2)"
raw,sessions_bronze_14,col_5,timestamp
raw,sessions_bronze_14,col_6,"decimal(10,2)"
raw,sessions_bronze_14,col_7,double
raw,sessions_bronze_14,col_8,string
refined,customer_silver_01,status,int
refined,customer_silver_01,order_id,date
refined,customer_silver_01,customer_id,timestamp
refined,customer_silver_01,col_4,bigint
refined,customer_silver_01,col_5,date
refined,customer_silver_01,col_6,double
refined,customer_silver_01,col_7,string
refined,customer_silver_01,col_8,double
refined,customer_silver_01,col_9,boolean
refined,customer_silver_01,col_10,int
refined,customer_silver_01,col_11,timestamp
refined,customer_silver_01,col_12,bigint
refined,customer_silver_01,col_13,double
refined,customer_silver_01,col_14,string
refined,customer_silver_01,col_15,int
refined,customer_silver_02,sku,date
refined,customer_silver_02,customer_id,date
refined,customer_silver_02,status,timestamp
refined,customer_silver_02,col_4,int
refined,customer_silver_02,col_5,int
refined,customer_silver_02,col_6,string
refined,customer_silver_02,col_7,double
refined,customer_silver_02,col_8,"decimal(10,2)"
refined,customer_silver_02,col_9,"decimal(10,2)"
refined,customer_silver_02,col_10,int
refined,customer_silver_02,col_11,"decimal(10,2)"
refined,customer_silver_02,col_12,timestamp
refined,customer_silver_03,customer_id,"decimal(10,2)"
refined,customer_silver_03,amount,"decimal(10,2)"
refined,customer_silver_03,sku,"decimal(10,2)"
refined,customer_silver_03,col_4,bigint
refined,customer_silver_03,col_5,"decimal(10,2)"
refined,customer_silver_03,col_6,"decimal(10,2)"
refined,customer_silver_03,col_7,date
refined,customer_silver_03,col_8,timestamp
refined,customer_silver_03,col_9,bigint
refined,customer_silver_03,col_10,date
refined,customer_silver_03,col_11,timestamp
refined,customer_silver_03,col_12,string
refined,customer_silver_03,col_13,string
refined,customer_silver_03,col_14,boolean
refined,customer_silver_03,col_15,timestamp
refined,customer_silver_04,dt,date
refined,customer_silver_04,country,bigint
refined,customer_silver_04,customer_id,bigint
refined,customer_silver_04,col_4,"decimal(10,2)"
refined,customer_silver_04,col_5,boolean
refined,customer_silver_04,col_6,double
refined,customer_silver_04,col_7,date
refined,customer_silver_04,col_8,"decimal(10,2)"
refined,customer_silver_04,col_9,boolean
refined,customer_silver_04,col_10,date
refined,customer_silver_04,col_11,double
refined,customer_silver_04,col_12,bigint
refined,customer_silver_04,col_13,boolean
refined,customer_silver_04,col_14,timestamp
refined,customer_silver_05,sku,string
refined,customer_silver_05,country,"decimal(10,2)"
refined,customer_silver_05,dt,double
refined,customer_silver_05,col_4,"decimal(10,2)"
refined,customer_silver_05,col_5,int
refined,customer_silver_05,col_6,bigint
refined,customer_silver_05,col_7,double
refined,customer_silver_05,col_8,"decimal(10,2)"
refined,customer_silver_05,col_9,date
refined,customer_silver_05,col_10,double
refined,customer_silver_06,amount,double
refined,customer_silver_06,country,bigint
refined,customer_silver_06,order_id,date
refined,customer_silver_06,col_4,timestamp
refined,customer_silver_06,col_5,boolean
refined,customer_silver_06,col_6,double
refined,customer_silver_06,col_7,string
refined,customer_silver_06,col_8,timestamp
refined,customer_silver_06,col_9,double
refined,customer_silver_06,col_10,string
refined,customer_silver_06,col_11,date
refined,customer_silver_06,col_12,bigint
refined,customer_silver_06,col_13,int
refined,customer_silver_06,col_14,double
refined,customer_silver_06,col_15,double
refined,customer_silver_06,col_16,timestamp
refined,customer_silver_06,col_17,date
refined,customer_silver_06,col_18,date
refined,customer_silver_07,status,"decimal(10,2)"
refined,customer_silver_07,order_id,double
refined,customer_silver_07,order_id,int
refined,customer_silver_07,col_4,double
refined,customer_silver_07,col_5,bigint
refined,customer_silver_07,col_6,double
refined,customer_silver_07,col_7,string
refined,customer_silver_07,col_8,boolean
refined,customer_silver_07,col_9,int
refined,customer_silver_07,col_10,boolean
refined,customer_silver_07,col_11,bigint
refined,customer_silver_07,col_12,"decimal(10,2)"
refined,customer_silver_07,col_13,string
refined,customer_silver_07,col_14,bigint
refined,customer_silver_07,col_15,int
refined,customer_silver_07,col_16,timestamp
refined,customer_silver_07,col_17,"decimal(10,2)"
refined,customer_silver_07,col_18,boolean
refined,customer_silver_08,country,timestamp
refined,customer_silver_08,dt,date
refined,customer_silver_08,order_id,int
refined,customer_silver_08,col_4,"decimal(10,2)"
refined,customer_silver_08,col_5,string
refined,customer_silver_08,col_6,int
refined,customer_silver_08,col_7,"decimal(10,2)"
refined,customer_silver_08,col_8,bigint
refined,customer_silver_08,col_9,int
refined,customer_silver_08,col_10,"decimal(10,2)"
refined,customer_silver_08,col_11,double
refined,customer_silver_08,col_12,string
refined,customer_silver_08,col_13,date
refined,customer_silver_08,col_14,int
refined,customer_silver_08,col_15,int
refined,customer_silver_08,col_16,timestamp
refined,customer_silver_08,col_17,string
refined,customer_silver_08,col_18,timestamp
refined,customer_silver_09,status,double
refined,customer_silver_09,sku,"decimal(10,2)"
refined,customer_silver_09,amount,boolean
refined,customer_silver_09,col_4,double
refined,customer_silver_09,col_5,double
refined,customer_silver_09,col_6,boolean
refined,customer_silver_09,col_7,bigint
refined,customer_silver_09,col_8,"decimal(10,2)"
refined,customer_silver_09,col_9,double
refined,customer_silver_10,sku,"decimal(10,2)"
refined,customer_silver_10,country,bigint
refined,customer_silver_10,status,timestamp
refined,customer_silver_10,col_4,int
refined,customer_silver_10,col_5,"decimal(10,2)"
refined,customer_silver_10,col_6,double
refined,customer_silver_10,col_7,double
refined,customer_silver_10,col_8,"decimal(10,2)"
refined,customer_silver_10,col_9,"decimal(10,2)"
refined,customer_silver_10,col_10,string
refined,customer_silver_10,col_11,string
refined,customer_silver_10,col_12,boolean
refined,customer_silver_10,col_13,"decimal(10,2)"
refined,customer_silver_10,col_14,double
refined,customer_silver_10,col_15,"decimal(10,2)"
refined,customer_silver_10,col_16,int
refined,customer_silver_10,col_17,int
refined,customer_silver_10,col_18,"decimal(10,2)"
refined,customer_silver_11,order_id,double
refined,customer_silver_11,event_ts,boolean
refined,customer_silver_11,dt,string
refined,customer_silver_11,col_4,double
refined,customer_silver_11,col_5,int
refined,customer_silver_11,col_6,bigint
refined,customer_silver_11,col_7,"decimal(10,2)"
refined,customer_silver_11,col_8,string
refined,customer_silver_11,col_9,boolean
refined,customer_silver_11,col_10,string
refined,customer_silver_11,col_11,int
refined,customer_silver_11,col_12,date
refined,customer_silver_12,sku,string
refined,customer_silver_12,customer_id,boolean
refined,customer_silver_12,sku,boolean
refined,customer_silver_12,col_4,double
refined,customer_silver_12,col_5,string
refined,customer_silver_12,col_6,string
refined,customer_silver_12,col_7,int
refined,customer_silver_12,col_8,"decimal(10,2)"
refined,customer_silver_12,col_9,double
refined,customer_silver_12,col_10,date
refined,customer_silver_12,col_11,double
refined,customer_silver_12,col_12,string
refined,customer_silver_12,col_13,bigint
refined,customer_silver_12,col_14,double
refined,customer_silver_13,status,date
refined,customer_silver_13,order_id,string
refined,customer_silver_13,dt,int
refined,customer_silver_13,col_4,"decimal(10,2)"
refined,customer_silver_13,col_5,boolean
refined,customer_silver_13,col_6,bigint
refined,customer_silver_13,col_7,boolean
refined,customer_silver_13,col_8,timestamp
refined,customer_silver_13,col_9,boolean
refined,customer_silver_13,col_10,boolean
refined,customer_silver_13,col_11,double
refined,customer_silver_13,col_12,timestamp
refined,customer_silver_13,col_13,int
refined,customer_silver_13,col_14,boolean
refined,customer_silver_14,country,string
refined,customer_silver_14,country,boolean
refined,customer_silver_14,event_ts,date
refined,customer_silver_14,col_4,string
refined,customer_silver_14,col_5,timestamp
refined,customer_silver_14,col_6,bigint
refined,customer_silver_14,col_7,date
refined,customer_silver_14,col_8,timestamp
refined,customer_silver_14,col_9,"decimal(10,2)"
refined,customer_silver_14,col_10,date
refined,customer_silver_14,col_11,int
refined,customer_silver_14,col_12,double
refined,customer_silver_14,col_13,string
refined,customer_silver_14,col_14,int
refined,orders_silver_01,status,timestamp
refined,orders_silver_01,event_ts,int
refined,orders_silver_01,status,"decimal(10,2)"
refined,orders_silver_01,col_4,bigint
refined,orders_silver_01,col_5,date
refined,orders_silver_01,col_6,bigint
refined,orders_silver_01,col_7,timestamp
refined,orders_silver_01,col_8,double
refined,orders_silver_01,col_9,date
refined,orders_silver_01,col_10,"decimal(10,2)"
refined,orders_silver_01,col_11,timestamp
refined,orders_silver_01,col_12,string
refined,orders_silver_01,col_13,bigint
refined,orders_silver_01,col_14,date
refined,orders_silver_01,col_15,bigint
refined,orders_silver_01,col_16,int
refined,orders_silver_01,col_17,timestamp
refined,orders_silver_02,event_ts,int
refined,orders_silver_02,country,string
refined,orders_silver_02,dt,"decimal(10,2)"
refined,orders_silver_02,col_4,bigint
refined,orders_silver_02,col_5,double
refined,orders_silver_02,col_6,string
refined,orders_silver_02,col_7,timestamp
refined,orders_silver_02,col_8,boolean
refined,orders_silver_02,col_9,"decimal(10,2)"
refined,orders_silver_02,col_10,date
refined,orders_silver_02,col_11,double
refined,orders_silver_02,col_12,boolean
refined,orders_silver_02,col_13,int
refined,orders_silver_02,col_14,boolean
refined,orders_silver_02,col_15,"decimal(10,2)"
refined,orders_silver_02,col_16,timestamp
refined,orders_silver_03,customer_id,bigint
refined,orders_silver_03,amount,timestamp
refined,orders_silver_03,order_id,timestamp
refined,orders_silver_03,col_4,date
refined,orders_silver_03,col_5,bigint
refined,orders_silver_03,col_6,string
refined,orders_silver_03,col_7,bigint
refined,orders_silver_03,col_8,"decimal(10,2)"
refined,orders_silver_03,col_9,boolean
refined,orders_silver_03,col_10,date
refined,orders_silver_03,col_11,"decimal(10,2)"
refined,orders_silver_03,col_12,string
refined,orders_silver_03,col_13,"decimal(10,2)"
refined,orders_silver_04,dt,string
refined,orders_silver_04,country,boolean
refined,orders_silver_04,sku,date
refined,orders_silver_04,col_4,double
refined,orders_silver_04,col_5,double
refined,orders_silver_04,col_6,"decimal(10,2)"
refined,orders_silver_04,col_7,boolean
refined,orders_silver_04,col_8,timestamp
refined,orders_silver_05,dt,date
refined,orders_silver_05,dt,bigint
refined,orders_silver_05,dt,timestamp
refined,orders_silver_05,col_4,bigint
refined,orders_silver_05,col_5,bigint
refined,orders_silver_05,col_6,string
refined,orders_silver_05,col_7,boolean
refined,orders_silver_05,col_8,string
refined,orders_silver_05,col_9,date
refined,orders_silver_05,col_10,int
refined,orders_silver_05,col_11,string
refined,orders_silver_06,sku,date
refined,orders_silver_06,sku,string
refined,orders_silver_06,status,"decimal(10,2)"
refined,orders_silver_06,col_4,date
refined,orders_silver_06,col_5,"decimal(10,2)"
refined,orders_silver_06,col_6,timestamp
refined,orders_silver_06,col_7,timestamp
refined,orders_silver_06,col_8,date
refined,orders_silver_06,col_9,"decimal(10,2)"
refined,orders_silver_06,col_10,date
refined,orders_silver_06,col_11,int
refined,orders_silver_06,col_12,bigint
refined,orders_silver_06,col_13,string
refined,orders_silver_06,col_14,double
refined,orders_silver_06,col_15,int
refined,orders_silver_06,col_16,bigint
refined,orders_silver_06,col_17,date
refined,orders_silver_07,order_id,"decimal(10,2)"
refined,orders_silver_07,customer_id,"decimal(10,2)"
refined,orders_silver_07,amount,"decimal(10,2)"
refined,orders_silver_07,col_4,boolean
refined,orders_silver_07,col_5,int
refined,orders_silver_07,col_6,date
refined,orders_silver_07,col_7,timestamp
refined,orders_silver_07,col_8,string
refined,orders_silver_07,col_9,timestamp
refined,orders_silver_07,col_10,int
refined,orders_silver_07,col_11,string
refined,orders_silver_07,col_12,"decimal(10,2)"
refined,orders_silver_07,col_13,timestamp
refined,orders_silver_07,col_14,"decimal(10,2)"
refined,orders_silver_07,col_15,bigint
refined,orders_silver_07,col_16,string
refined,orders_silver_07,col_17,boolean
refined,orders_silver_07,col_18,int
refined,orders_silver_08,country,int
refined,orders_silver_08,order_id,bigint
refined,orders_silver_08,customer_id,date
refined,orders_silver_08,col_4,bigint
refined,orders_silver_08,col_5,date
refined,orders_silver_08,col_6,timestamp
refined,orders_silver_08,col_7,bigint
refined,orders_silver_08,col_8,double
refined,orders_silver_08,col_9,"decimal(10,2)"
refined,orders_silver_09,customer_id,bigint
refined,orders_silver_09,country,double
refined,orders_silver_09,dt,timestamp
refined,orders_silver_09,col_4,"decimal(10,2)"
refined,orders_silver_09,col_5,timestamp
refined,orders_silver_09,col_6,string
refined,orders_silver_09,col_7,"decimal(10,2)"
refined,orders_silver_09,col_8,double
refined,orders_silver_09,col_9,boolean
refined,orders_silver_09,col_10,boolean
refined,orders_silver_09,col_11,string
refined,orders_silver_09,col_12,"decimal(10,2)"
refined,orders_silver_09,col_13,int
refined,orders_silver_09,col_14,"decimal(10,2)"
refined,orders_silver_09,col_15,boolean
refined,orders_silver_10,country,double
refined,orders_silver_10,dt,"decimal(10,2)"
refined,orders_silver_10,country,string
refined,orders_silver_10,col_4,"decimal(10,2)"
refined,orders_silver_10,col_5,"decimal(10,2)"
refined,orders_silver_10,col_6,bigint
refined,orders_silver_10,col_7,bigint
refined,orders_silver_10,col_8,"decimal(10,2)"
refined,orders_silver_10,col_9,boolean
refined,orders_silver_10,col_10,boolean
refined,orders_silver_10,col_11,bigint
refined,orders_silver_10,col_12,int
refined,orders_silver_10,col_13,bigint
refined,orders_silver_10,col_14,bigint
refined,orders_silver_10,col_15,bigint
refined,orders_silver_10,col_16,"decimal(10,2)"
refined,orders_silver_11,dt,int
refined,orders_silver_11,event_ts,double
refined,orders_silver_11,country,timestamp
refined,orders_silver_11,col_4,date
refined,orders_silver_11,col_5,bigint
refined,orders_silver_11,col_6,timestamp
refined,orders_silver_11,col_7,date
refined,orders_silver_11,col_8,timestamp
refined,orders_silver_11,col_9,bigint
refined,orders_silver_11,col_10,string
refined,orders_silver_12,sku,date
refined,orders_silver_12,status,date
refined,orders_silver_12,sku,"decimal(10,2)"
refined,orders_silver_12,col_4,int
refined,orders_silver_12,col_5,"decimal(10,2)"
refined,orders_silver_12,col_6,boolean
refined,orders_silver_12,col_7,"decimal(10,2)"
refined,orders_silver_12,col_8,int
refined,orders_silver_12,col_9,timestamp
refined,orders_silver_12,col_10,"decimal(10,2)"
refined,orders_silver_12,col_11,timestamp
refined,orders_silver_12,col_12,timestamp
refined,orders_silver_12,col_13,date
refined,orders_silver_13,customer_id,timestamp
refined,orders_silver_13,country,date
refined,orders_silver_13,dt,timestamp
refined,orders_silver_13,col_4,"decimal(10,2)"
refined,orders_silver_13,col_5,"decimal(10,2)"
refined,orders_silver_13,col_6,"decimal(10,2)"
refined,orders_silver_13,col_7,"decimal(10,2)"
refined,orders_silver_13,col_8,"decimal(10,2)"
refined,orders_silver_13,col_9,date
refined,orders_silver_13,col_10,date
refined,orders_silver_13,col_11,int
refined,orders_silver_13,col_12,int
refined,orders_silver_14,customer_id,double
refined,orders_silver_14,sku,date
refined,orders_silver_14,amount,double
refined,orders_silver_14,col_4,timestamp
refined,orders_silver_14,col_5,bigint
refined,orders_silver_14,col_6,timestamp
refined,orders_silver_14,col_7,timestamp
refined,orders_silver_14,col_8,"decimal(10,2)"
refined,orders_silver_14,col_9,int
refined,orders_silver_14,col_10,boolean
refined,orders_silver_14,col_11,date
refined,orders_silver_14,col_12,int
refined,orders_silver_14,col_13,date
refined,orders_silver_14,col_14,int
refined,transactions_silver_01,country,"decimal(10,2)"
refined,transactions_silver_01,event_ts,bigint
refined,transactions_silver_01,order_id,timestamp
refined,transactions_silver_01,col_4,string
refined,transactions_silver_01,col_5,string
refined,transactions_silver_01,col_6,boolean
refined,transactions_silver_01,col_7,double
refined,transactions_silver_01,col_8,double
refined,transactions_silver_01,col_9,date
refined,transactions_silver_01,col_10,date
refined,transactions_silver_01,col_11,double
refined,transactions_silver_01,col_12,string
refined,transactions_silver_01,col_13,bigint
refined,transactions_silver_01,col_14,string
refined,transactions_silver_02,dt,double
refined,transactions_silver_02,amount,boolean
refined,transactions_silver_02,event_ts,boolean
refined,transactions_silver_02,col_4,double
refined,transactions_silver_02,col_5,int
refined,transactions_silver_02,col_6,int
refined,transactions_silver_02,col_7,boolean
refined,transactions_silver_02,col_8,timestamp
refined,transactions_silver_02,col_9,int
refined,transactions_silver_02,col_10,bigint
refined,transactions_silver_02,col_11,boolean
refined,transactions_silver_02,col_12,timestamp
refined,transactions_silver_02,col_13,bigint
refined,transactions_silver_02,col_14,date
refined,transactions_silver_02,col_15,"decimal(10,2)"
refined,transactions_silver_02,col_16,int
refined,transactions_silver_02,col_17,string
refined,transactions_silver_03,amount,date
refined,transactions_silver_03,sku,int
refined,transactions_silver_03,event_ts,int
refined,transactions_silver_03,col_4,"decimal(10,2)"
refined,transactions_silver_03,col_5,string
refined,transactions_silver_03,col_6,boolean
refined,transactions_silver_03,col_7,int
refined,transactions_silver_03,col_8,timestamp
refined,transactions_silver_03,col_9,int
refined,transactions_silver_04,event_ts,"decimal(10,2)"
refined,transactions_silver_04,dt,double
refined,transactions_silver_04,sku,date
refined,transactions_silver_04,col_4,timestamp
refined,transactions_silver_04,col_5,timestamp
refined,transactions_silver_04,col_6,timestamp
refined,transactions_silver_04,col_7,date
refined,transactions_silver_04,col_8,double
refined,transactions_silver_04,col_9,bigint
refined,transactions_silver_04,col_10,double
refined,transactions_silver_04,col_11,timestamp
refined,transactions_silver_04,col_12,bigint
refined,transactions_silver_04,col_13,double
refined,transactions_silver_05,customer_id,double
refined,transactions_silver_05,status,double
refined,transactions_silver_05,status,timestamp
refined,transactions_silver_05,col_4,"decimal(10,2)"
refined,transactions_silver_05,col_5,"decimal(10,2)"
refined,transactions_silver_05,col_6,bigint
refined,transactions_silver_05,col_7,timestamp
refined,transactions_silver_05,col_8,bigint
refined,transactions_silver_05,col_9,date
refined,transactions_silver_05,col_10,boolean
refined,transactions_silver_05,col_11,timestamp
refined,transactions_silver_05,col_12,timestamp
refined,transactions_silver_05,col_13,bigint
refined,transactions_silver_05,col_14,string
refined,transactions_silver_06,customer_id,"decimal(10,2)"
refined,transactions_silver_06,order_id,date
refined,transactions_silver_06,order_id,string
refined,transactions_silver_06,col_4,"decimal(10,2)"
refined,transactions_silver_06,col_5,double
refined,transactions_silver_06,col_6,timestamp
refined,transactions_silver_06,col_7,int
refined,transactions_silver_06,col_8,boolean
refined,transactions_silver_06,col_9,date
refined,transactions_silver_06,col_10,date
refined,transactions_silver_06,col_11,double
refined,transactions_silver_07,sku,bigint
refined,transactions_silver_07,sku,timestamp
refined,transactions_silver_07,event_ts,boolean
refined,transactions_silver_07,col_4,"decimal(10,2)"
refined,transactions_silver_07,col_5,int
refined,transactions_silver_07,col_6,date
refined,transactions_silver_07,col_7,int
refined,transactions_silver_07,col_8,bigint
refined,transactions_silver_08,amount,double
refined,transactions_silver_08,amount,bigint
refined,transactions_silver_08,customer_id,string
refined,transactions_silver_08,col_4,int
refined,transactions_silver_08,col_5,timestamp
refined,transactions_silver_08,col_6,date
refined,transactions_silver_08,col_7,string
refined,transactions_silver_08,col_8,date
refined,transactions_silver_08,col_9,string
refined,transactions_silver_08,col_10,"decimal(10,2)"
refined,transactions_silver_08,col_11,double
refined,transactions_silver_08,col_12,int
refined,transactions_silver_08,col_13,double
refined,transactions_silver_08,col_14,"decimal(10,2)"
refined,transactions_silver_08,col_15,double
refined,transactions_silver_08,col_16,"decimal(10,2)"
refined,transactions_silver_08,col_17,string
refined,transactions_silver_09,customer_id,int
refined,transactions_silver_09,customer_id,int
refined,transactions_silver_09,order_id,string
refined,transactions_silver_09,col_4,string
refined,transactions_silver_09,col_5,date
refined,transactions_silver_09,col_6,"decimal(10,2)"
refined,transactions_silver_09,col_7,int
refined,transactions_silver_09,col_8,"decimal(10,2)"
refined,transactions_silver_09,col_9,string
refined,transactions_silver_09,col_10,date
refined,transactions_silver_10,order_id,date
refined,transactions_silver_10,sku,date
refined,transactions_silver_10,customer_id,string
refined,transactions_silver_10,col_4,timestamp
refined,transactions_silver_10,col_5,timestamp
refined,transactions_silver_10,col_6,timestamp
refined,transactions_silver_10,col_7,"decimal(10,2)"
refined,transactions_silver_10,col_8,"decimal(10,2)"
refined,transactions_silver_10,col_9,int
refined,transactions_silver_11,amount,double
refined,transactions_silver_11,event_ts,timestamp
refined,transactions_silver_11,order_id,string
refined,transactions_silver_11,col_4,bigint
refined,transactions_silver_11,col_5,string
refined,transactions_silver_11,col_6,double
refined,transactions_silver_11,col_7,string
refined,transactions_silver_11,col_8,bigint
refined,transactions_silver_11,col_9,int
refined,transactions_silver_11,col_10,bigint
refined,transactions_silver_11,col_11,date
refined,transactions_silver_11,col_12,timestamp
refined,transactions_silver_11,col_13,boolean
refined,transactions_silver_11,col_14,date
refined,transactions_silver_11,col_15,string
refined,transactions_silver_11,col_16,int
refined,transactions_silver_12,order_id,date
refined,transactions_silver_12,customer_id,int
refined,transactions_silver_12,sku,string
refined,transactions_silver_12,col_4,double
refined,transactions_silver_12,col_5,date
refined,transactions_silver_12,col_6,string
refined,transactions_silver_12,col_7,bigint
refined,transactions_silver_12,col_8,boolean
refined,transactions_silver_12,col_9,double
refined,transactions_silver_12,col_10,"decimal(10,2)"
refined,transactions_silver_12,col_11,"decimal(10,2)"
refined,transactions_silver_12,col_12,string
refined,transactions_silver_13,order_id,double
refined,transactions_silver_13,customer_id,double
refined,transactions_silver_13,order_id,timestamp
refined,transactions_silver_13,col_4,boolean
refined,transactions_silver_13,col_5,"decimal(10,2)"
refined,transactions_silver_13,col_6,bigint
refined,transactions_silver_13,col_7,bigint
refined,transactions_silver_13,col_8,string
refined,transactions_silver_13,col_9,double
refined,transactions_silver_13,col_10,timestamp
refined,transactions_silver_14,status,bigint
refined,transactions_silver_14,country,"decimal(10,2)"
refined,transactions_silver_14,country,date
refined,transactions_silver_14,col_4,bigint
refined,transactions_silver_14,col_5,boolean
refined,transactions_silver_14,col_6,date
refined,transactions_silver_14,col_7,bigint
refined,transactions_silver_14,col_8,bigint
refined,transactions_silver_14,col_9,string
refined,transactions_silver_14,col_10,timestamp
refined,transactions_silver_14,col_11,boolean
refined,transactions_silver_14,col_12,string
refined,transactions_silver_14,col_13,bigint
refined,transactions_silver_14,col_14,bigint
refined,transactions_silver_14,col_15,double
refined,clicks_silver_01,sku,int
refined,clicks_silver_01,country,timestamp
refined,clicks_silver_01,dt,boolean
refined,clicks_silver_01,col_4,int
refined,clicks_silver_01,col_5,date
refined,clicks_silver_01,col_6,date
refined,clicks_silver_01,col_7,date
refined,clicks_silver_01,col_8,date
refined,clicks_silver_01,col_9,"decimal(10,2)"
refined,clicks_silver_01,col_10,date
refined,clicks_silver_01,col_11,bigint
refined,clicks_silver_01,col_12,"decimal(10,2)"
refined,clicks_silver_02,customer_id,double
refined,clicks_silver_02,status,date
refined,clicks_silver_02,sku,"decimal(10,2)"
refined,clicks_silver_02,col_4,double
refined,clicks_silver_02,col_5,int
refined,clicks_silver_02,col_6,timestamp
refined,clicks_silver_02,col_7,bigint
refined,clicks_silver_02,col_8,string
refined,clicks_silver_02,col_9,"decimal(10,2)"
refined,clicks_silver_02,col_10,"decimal(10,2)"
refined,clicks_silver_02,col_11,boolean
refined,clicks_silver_02,col_12,double
refined,clicks_silver_02,col_13,int
refined,clicks_silver_02,col_14,"decimal(10,2)"
refined,clicks_silver_03,status,int
refined,clicks_silver_03,order_id,string
refined,clicks_silver_03,event_ts,date
refined,clicks_silver_03,col_4,double
refined,clicks_silver_03,col_5,"decimal(10,2)"
refined,clicks_silver_03,col_6,timestamp
refined,clicks_silver_03,col_7,"decimal(10,2)"
refined,clicks_silver_03,col_8,string
refined,clicks_silver_03,col_9,date
refined,clicks_silver_03,col_10,double
refined,clicks_silver_03,col_11,timestamp
refined,clicks_silver_03,col_12,date
refined,clicks_silver_04,customer_id,bigint
refined,clicks_silver_04,sku,string
refined,clicks_silver_04,amount,int
refined,clicks_silver_04,col_4,"decimal(10,2)"
refined,clicks_silver_04,col_5,string
refined,clicks_silver_04,col_6,timestamp
refined,clicks_silver_04,col_7,timestamp
refined,clicks_silver_04,col_8,string
refined,clicks_silver_04,col_9,double
refined,clicks_silver_04,col_10,timestamp
refined,clicks_silver_04,col_11,"decimal(10,2)"
refined,clicks_silver_04,col_12,boolean
refined,clicks_silver_04,col_13,date
refined,clicks_silver_04,col_14,"decimal(10,2)"
refined,clicks_silver_04,col_15,bigint
refined,clicks_silver_05,status,boolean
refined,clicks_silver_05,customer_id,int
refined,clicks_silver_05,status,"decimal(10,2)"
refined,clicks_silver_05,col_4,string
refined,clicks_silver_05,col_5,double
refined,clicks_silver_05,col_6,"decimal(10,2)"
refined,clicks_silver_05,col_7,"decimal(10,2)"
refined,clicks_silver_05,col_8,int
refined,clicks_silver_06,country,string
refined,clicks_silver_06,status,"decimal(10,2)"
refined,clicks_silver_06,customer_id,boolean
refined,clicks_silver_06,col_4,"decimal(10,2)"
refined,clicks_silver_06,col_5,int
refined,clicks_silver_06,col_6,timestamp
refined,clicks_silver_06,col_7,bigint
refined,clicks_silver_06,col_8,double
refined,clicks_silver_06,col_9,boolean
refined,clicks_silver_06,col_10,date
refined,clicks_silver_06,col_11,timestamp
refined,clicks_silver_06,col_12,boolean
refined,clicks_silver_06,col_13,"decimal(10,2)"
refined,clicks_silver_06,col_14,double
refined,clicks_silver_06,col_15,bigint
refined,clicks_silver_06,col_16,string
refined,clicks_silver_06,col_17,boolean
refined,clicks_silver_07,dt,bigint
refined,clicks_silver_07,sku,int
refined,clicks_silver_07,customer_id,timestamp
refined,clicks_silver_07,col_4,boolean
refined,clicks_silver_07,col_5,boolean
refined,clicks_silver_07,col_6,boolean
refined,clicks_silver_07,col_7,double
refined,clicks_silver_07,col_8,string
refined,clicks_silver_07,col_9,date
refined,clicks_silver_07,col_10,date
refined,clicks_silver_07,col_11,"decimal(10,2)"
refined,clicks_silver_07,col_12,boolean
refined,clicks_silver_07,col_13,bigint
refined,clicks_silver_07,col_14,int
refined,clicks_silver_07,col_15,string
refined,clicks_silver_07,col_16,bigint
refined,clicks_silver_07,col_17,timestamp
refined,clicks_silver_08,amount,int
refined,clicks_silver_08,order_id,timestamp
refined,clicks_silver_08,order_id,string
refined,clicks_silver_08,col_4,boolean
refined,clicks_silver_08,col_5,double
refined,clicks_silver_08,col_6,int
refined,clicks_silver_08,col_7,date
refined,clicks_silver_08,col_8,date
refined,clicks_silver_08,col_9,double
refined,clicks_silver_08,col_10,bigint
refined,clicks_silver_08,col_11,double
refined,clicks_silver_08,col_12,string
